"dates","Open","High","Low","Close","Volume","OpenInt","TotalOpenInt"
"2014-04-25",1470.25,1496,1470,1494.25,89452,292714,647774
"2014-04-28",1496.5,1513,1490.75,1500,119418,302885,628044
"2014-04-29",1499.5,1520.5,1494,1517.25,113960,302432,613465
"2014-04-30",1517.25,1517.75,1502.25,1512.75,103571,313722,611142
"2014-05-01",1510.5,1512,1460,1461,76328,310137,605923
"2014-05-02",1462.5,1472,1451,1470.75,126619,301773,595287
"2014-05-05",1475.5,1482.5,1461,1463.25,86286,296040,587797
"2014-05-06",1464.75,1464.75,1443.25,1459.5,61538,295308,589047
"2014-05-07",1456.75,1457.5,1441.75,1446.25,88344,289013,582430
"2014-05-08",1447.25,1470.25,1446.25,1469.5,82514,287049,581647
"2014-05-09",1467.25,1491.5,1453,1487,82794,288093,586963
"2014-05-12",1487,1496,1462.5,1465.25,107822,284915,587211
"2014-05-13",1463.75,1485,1460.5,1483.75,79353,281571,586497
"2014-05-14",1483,1489.5,1467,1486.75,63178,282359,590462
"2014-05-15",1486,1493.5,1462.5,1470.25,90590,280719,595432
"2014-05-16",1469.25,1478.5,1461.5,1465,99019,279684,599504
"2014-05-19",1463.75,1492.75,1456.25,1485.25,62692,273827,595276
"2014-05-20",1484,1501,1468.5,1469.75,94674,275048,603962
"2014-05-21",1469,1507.75,1467.5,1505.25,85714,276292,607366
"2014-05-22",1505,1536.75,1503,1518.75,92239,275557,612271
"2014-05-23",1519,1529,1512.25,1515.5,127418,275186,618385
"2014-05-26",1519,1529,1512.25,1515.5,0,0,0
"2014-05-27",1510.5,1515.5,1486.5,1488.75,61663,273195,623752
"2014-05-28",1488.25,1502,1482.75,1497.75,79673,264070,618301
"2014-05-29",1498,1508.75,1493.25,1499,59173,259984,619520
"2014-05-30",1501.5,1506.5,1491,1493.25,60119,258119,620309
"2014-06-02",1488,1511.75,1478.25,1500.5,53201,255978,621573
"2014-06-03",1497.5,1502,1475,1481.25,80719,257610,632663
"2014-06-04",1481.25,1495.75,1475.75,1482.5,94325,243507,628560
"2014-06-05",1482.5,1487.25,1460,1460.5,77246,236419,629194
"2014-06-06",1461,1466.5,1456,1457,100870,221722,626863
"2014-06-09",1458.25,1469.75,1452,1457,79585,205723,621123
"2014-06-10",1457,1475.25,1454.25,1462.5,90654,192812,622115
"2014-06-11",1461.75,1466.5,1444.5,1445.5,96312,183566,632121
"2014-06-12",1444,1452.75,1410,1415.25,116254,164485,627417
"2014-06-13",1415,1429,1411,1425.75,139658,142484,623640
"2014-06-16",1427.75,1435.5,1417.5,1421.75,62657,137048,625215
"2014-06-17",1421.5,1425.25,1395.75,1398.25,77649,127352,619555
"2014-06-18",1398.5,1419,1393.5,1409,92060,112194,616886
"2014-06-19",1409.5,1422,1406,1420.75,67269,105739,616477
"2014-06-20",1421.5,1423,1402.25,1415.75,51600,94684,613944
"2014-06-23",1423,1434.5,1404.5,1424.75,62962,83706,604810
"2014-06-24",1423,1423,1407,1413.5,62252,67222,600616
"2014-06-25",1413.75,1422,1411.25,1415.75,60215,63713,608364
"2014-06-26",1416.5,1438.75,1415,1437,49180,48371,604569
"2014-06-27",1433.5,1440.75,1425.75,1432,52923,36035,601023
"2014-06-30",1434.5,1448,1380.5,1400.5,46875,20983,591679
"2014-07-01",1400.5,1409.25,1380,1400,17766,11886,597681
"2014-07-02",1399.75,1410,1392.5,1392.5,5871,8945,596424
"2014-07-03",1395.5,1399.75,1387,1387.75,5674,6389,597616
"2014-07-04",1395.5,1399.75,1387,1387.75,0,0,0
"2014-07-07",1386,1386,1358,1363,2692,4281,600153
"2014-07-08",1362.25,1363.25,1325.5,1329.75,1891,3177,606569
"2014-07-09",1325.75,1337,1314,1334.5,2956,1987,606259
"2014-07-10",1330,1347.75,1326,1329.75,1044,1422,611152
"2014-07-11",1329.75,1340.25,1249.25,1295.75,958,749,612205
"2014-07-14",1302.5,1308.5,1293.5,1295,992,299,620907
